employeeID,clientCompany,clientIndustry,startDate,endDate,jobTitle,payrate,markup,billrate,hours
1135,"Kertzmann, Bauch and Bashirian",Environmental Services,2/20/2020,5/28/2020,Cost Accountant,23.32,43,33.35,592.6931676
1077,"Thiel, Mayert and Kuhn",Multi-Sector Companies,1/27/2020,5/4/2020,Dental Hygienist,10.2,34,13.67,593.085527
1070,"Renner, Bruen and Hintz",Power Generation,1/26/2020,5/4/2020,Systems Administrator IV,24.35,37,33.36,594.2214379
1255,Jaskolski Inc,Oil Refining/Marketing,4/8/2020,7/16/2020,Director of Sales,25.98,44,37.41,594.4630956
1764,"Rohan, Farrell and Balistreri",Business Services,10/14/2020,1/21/2021,Cost Accountant,9.21,22,11.24,596.0448249
1206,White-Kshlerin,Business Services,3/20/2020,6/27/2020,Research Assistant I,29.77,26,37.51,596.4578521
1609,"O'Kon, Crona and Murphy",Marine Transportation,8/19/2020,11/26/2020,Mechanical Systems Engineer,17.28,34,23.16,597.1186673
1623,Ferry-Jacobs,Building Products,8/26/2020,12/3/2020,Nuclear Power Engineer,27.95,42,39.69,597.3010347
1509,Kassulke-Yundt,Major Pharmaceuticals,7/15/2020,10/22/2020,Business Systems Development Analyst,25.66,39,35.67,598.5087783
1353,"Douglas, Runolfsson and Conn",Diversified Commercial Services,5/11/2020,8/18/2020,Senior Financial Analyst,18.4,42,26.13,598.7652866
1311,"Spencer, Sporer and Oberbrunner",n/a,4/25/2020,8/2/2020,Food Chemist,20.38,37,27.92,599.3605181
1117,Goodwin-Jones,n/a,2/12/2020,5/22/2020,Human Resources Manager,16.39,23,20.16,601.2367378
1693,"Mitchell, Ankunding and Altenwerth",n/a,9/18/2020,12/27/2020,Pharmacist,8.4,35,11.34,601.2399766
1441,Braun Inc,n/a,6/17/2020,9/25/2020,Nuclear Power Engineer,17.5,35,23.63,602.1933059
1115,"Will, Leannon and Rogahn",Life Insurance,2/12/2020,5/22/2020,Research Assistant IV,18.76,37,25.70,602.3943244
1489,Mitchell LLC,n/a,7/4/2020,10/12/2020,Sales Representative,10.16,32,13.41,602.7625585
1410,"Ebert, Herzog and Legros",Major Banks,6/5/2020,9/13/2020,Human Resources Manager,29.81,24,36.96,603.0428863
1400,Upton-Marquardt,Restaurants,5/31/2020,9/8/2020,Physical Therapy Assistant,26.35,32,34.78,603.3089724
1611,"Collier, Little and Langworth",Services-Misc. Amusement & Recreation,8/20/2020,11/28/2020,Actuary,21.37,26,26.93,603.6089213
1996,Gislason-McCullough,n/a,12/29/2020,4/8/2021,Accounting Assistant II,18.05,40,25.27,603.9907655
1851,Wiegand and Sons,n/a,11/16/2020,2/24/2021,Account Executive,12.08,26,15.22,604.4834384
1211,Kassulke Inc,Electric Utilities: Central,3/22/2020,6/30/2020,Sales Associate,24.34,26,30.67,605.4043818
1829,"Grady, Koelpin and Nader",n/a,11/5/2020,2/13/2021,Nuclear Power Engineer,8.27,29,10.67,605.978474
1300,Kunze-Zieme,Major Chemicals,4/22/2020,8/1/2020,Social Worker,19.41,33,25.82,606.0488692
1375,Mayert-Turner,Specialty Chemicals,5/18/2020,8/27/2020,Teacher,15.67,42,22.25,606.199494
1039,Goodwin-Satterfield,n/a,1/13/2020,4/23/2020,Account Executive,13.35,22,16.29,607.7297811
1091,Kunde Group,n/a,2/2/2020,5/13/2020,Librarian,15.39,27,19.55,608.9602922
1267,Yundt-Satterfield,Television Services,4/13/2020,7/23/2020,Associate Professor,26.37,41,37.18,611.4818177
1241,VonRueden-Schmitt,n/a,4/4/2020,7/14/2020,VP Product Management,9.27,24,11.49,611.8233668
1421,"Hoeger, Nolan and Botsford",Major Pharmaceuticals,6/9/2020,9/18/2020,Office Assistant IV,12.61,38,17.40,611.976233
1262,Klein-Cassin,Restaurants,4/11/2020,7/22/2020,Research Associate,7.84,43,11.21,612.3157379
1081,"Christiansen, Vandervort and Schultz",Medical/Dental Instruments,1/30/2020,5/11/2020,Registered Nurse,27.1,40,37.94,612.4489012
1018,Murphy-Little,Semiconductors,1/7/2020,4/18/2020,Account Coordinator,24.92,40,34.89,612.8308316
1446,Dare-Lehner,Farming/Seeds/Milling,6/19/2020,9/29/2020,Research Assistant IV,26.98,43,38.58,614.0962526
1530,"Jaskolski, Jacobson and Leuschke",Investment Bankers/Brokers/Service,7/22/2020,11/1/2020,Programmer IV,25.87,42,36.74,614.3834242
1815,"Schmeler, Hackett and Schoen",Commercial Banks,10/30/2020,2/9/2021,Nurse Practicioner,20.12,25,25.15,616.5633189
1745,"Adams, Dietrich and Abshire",n/a,10/5/2020,1/15/2021,Electrical Engineer,16.51,39,22.95,617.1679609
1707,"Morissette, Parisian and Schuppe",n/a,9/23/2020,1/4/2021,Pharmacist,19.72,39,27.41,618.5322723
1377,Heaney-Moen,n/a,5/20/2020,8/31/2020,Marketing Assistant,9.9,23,12.18,619.0558973
1558,Pacocha Group,Property-Casualty Insurers,7/29/2020,11/9/2020,Administrative Officer,18.1,30,23.53,622.0688616
1626,"Lockman, Bruen and Monahan",Semiconductors,8/27/2020,12/8/2020,Staff Accountant III,8.12,37,11.12,622.1905552
1404,Deckow LLC,Oil & Gas Production,6/2/2020,9/13/2020,Assistant Media Planner,27.76,31,36.37,622.235009
1448,"Torphy, Medhurst and Barton",Investment Managers,6/20/2020,10/1/2020,Compensation Analyst,25.83,28,33.06,622.841061
1805,Harris-Littel,Major Pharmaceuticals,10/27/2020,2/8/2021,Assistant Media Planner,29.85,23,36.72,624.2928659
1976,Schumm LLC,Major Chemicals,12/26/2020,4/9/2021,Environmental Specialist,10.92,34,14.63,624.4331374
1476,"Kuhlman, Frami and Legros",n/a,7/1/2020,10/13/2020,Editor,10.35,27,13.14,628.2201207
1122,Konopelski and Sons,Fluid Controls,2/13/2020,5/28/2020,Account Representative I,20.21,24,25.06,630.1723708
1036,"Harvey, Mertz and Skiles",Business Services,1/12/2020,4/26/2020,Recruiting Manager,16.34,44,23.53,630.5334065
1832,Hermiston-Quitzon,n/a,11/7/2020,2/20/2021,Senior Financial Analyst,17.49,45,25.36,630.8029301
1956,Predovic-O'Reilly,Industrial Machinery/Components,12/18/2020,4/2/2021,Nurse Practicioner,9.7,20,11.64,631.0720796
1177,Hartmann Inc,n/a,3/9/2020,6/22/2020,VP Marketing,9.97,20,11.96,632.63659
1245,Rogahn and Sons,Business Services,4/5/2020,7/19/2020,Software Engineer IV,14.34,29,18.50,632.8149401
1735,"Gleichner, Osinski and Casper",n/a,10/1/2020,1/14/2021,Database Administrator IV,13.81,32,18.23,633.4298954
1151,"Runte, Pfannerstill and Walter",n/a,2/26/2020,6/10/2020,Engineer IV,13.06,38,18.02,633.5648935
1215,Smith LLC,Real Estate Investment Trusts,3/24/2020,7/7/2020,Accounting Assistant III,13.89,31,18.20,635.1842857
1988,Braun-McKenzie,n/a,12/28/2020,4/12/2021,Help Desk Operator,11.51,23,14.16,635.535407
1683,Romaguera Inc,Oil & Gas Production,9/14/2020,12/29/2020,Desktop Support Technician,25.9,43,37.04,636.8242867
1414,Nader-Satterfield,Major Chemicals,6/6/2020,9/20/2020,VP Sales,15.3,20,18.36,637.169056
1297,"Leffler, Orn and Gibson",n/a,4/22/2020,8/6/2020,Financial Analyst,27.34,32,36.09,637.4608364
1621,Gislason-Hermann,Oil Refining/Marketing,8/25/2020,12/9/2020,Librarian,25.2,34,33.77,637.8808346
1205,King-Ryan,Oil & Gas Production,3/20/2020,7/4/2020,Biostatistician IV,23.03,42,32.70,638.0143766
1333,Christiansen-Donnelly,Oil & Gas Production,5/5/2020,8/19/2020,Assistant Media Planner,12.75,25,15.94,639.6055089
1978,Schuster LLC,Telecommunications Equipment,12/26/2020,4/11/2021,Office Assistant IV,19.06,44,27.45,639.9802353
1671,Tremblay and Sons,Industrial Machinery/Components,9/11/2020,12/26/2020,Database Administrator I,18.04,23,22.19,641.7138792
1041,"Morissette, Murray and Armstrong",Semiconductors,1/14/2020,4/30/2020,Quality Engineer,14.02,27,17.81,642.2136778
1462,"Marquardt, Nienow and Dibbert",Biotechnology: Biological Products (No Diagnostic Substances),6/26/2020,10/11/2020,Human Resources Assistant III,16.35,33,21.75,642.643993
1696,Hills-Koelpin,Business Services,9/19/2020,1/4/2021,VP Quality Control,8.96,39,12.45,642.770866
1227,Strosin-Oberbrunner,Property-Casualty Insurers,3/30/2020,7/15/2020,Social Worker,8.32,20,9.98,642.80814
1164,Bogisich-O'Kon,Investment Managers,3/5/2020,6/20/2020,Project Manager,22.53,37,30.87,643.4420132
1867,McClure-Legros,Biotechnology: Biological Products (No Diagnostic Substances),11/19/2020,3/6/2021,Registered Nurse,28.69,43,41.03,644.7866899
1734,Beahan and Sons,n/a,10/1/2020,1/16/2021,Marketing Assistant,23.25,31,30.46,645.0407111
1356,"Brekke, Zieme and Wiegand",Major Banks,5/12/2020,8/27/2020,Administrative Officer,13.82,33,18.38,645.7060186
1237,D'Amore-Nitzsche,EDP Services,4/3/2020,7/19/2020,Nurse,22.09,25,27.61,645.8025049
1331,Gottlieb-Hudson,Major Banks,5/3/2020,8/19/2020,Senior Developer,22.56,32,29.78,648.3012277
1232,Ward LLC,Television Services,3/31/2020,7/17/2020,Senior Financial Analyst,20.92,26,26.36,648.4545623
1057,Wunsch LLC,Biotechnology: Commercial Physical & Biological Resarch,1/19/2020,5/6/2020,Account Representative II,16.78,38,23.16,648.5734119
1664,Bogan-Kreiger,Major Banks,9/8/2020,12/25/2020,Software Engineer III,15.95,26,20.10,648.5762341
1463,Hamill Inc,Building Materials,6/27/2020,10/13/2020,Junior Executive,12.52,43,17.90,648.7049866
1840,Waters-Schaefer,Industrial Machinery/Components,11/11/2020,2/27/2021,Accountant II,28.7,34,38.46,648.7632196
1110,Hoppe-Graham,Finance: Consumer Services,2/10/2020,5/28/2020,Accountant I,25.64,42,36.41,649.4137045
1085,Hoeger and Sons,n/a,2/1/2020,5/19/2020,VP Marketing,26.26,35,35.45,650.4035014
1872,Hilll and Sons,n/a,11/20/2020,3/8/2021,VP Accounting,13.32,21,16.12,650.5512868
1949,"Glover, Larkin and Zemlak",Telecommunications Equipment,12/16/2020,4/3/2021,Assistant Media Planner,18.45,29,23.80,651.0523187
1681,Williamson-Will,n/a,9/14/2020,12/31/2020,Payment Adjustment Coordinator,26.21,41,36.96,653.2889952
1483,"Shields, Ernser and Denesik",Major Pharmaceuticals,7/3/2020,10/20/2020,Quality Engineer,19.28,23,23.71,654.8222676
1888,Rodriguez and Sons,n/a,11/26/2020,3/15/2021,Product Engineer,11.36,20,13.63,656.0547904
1374,"Smitham, Kautzer and Russel",n/a,5/17/2020,9/3/2020,Web Designer IV,7.49,34,10.04,656.120671
1419,Schultz LLC,EDP Services,6/8/2020,9/25/2020,Statistician I,26.83,26,33.81,656.4574988
1602,Sanford Inc,Medical/Dental Instruments,8/18/2020,12/5/2020,Community Outreach Specialist,9.4,30,12.22,656.4835876
1415,"Bartell, McKenzie and Carter",n/a,6/6/2020,9/23/2020,Account Representative II,11.13,26,14.02,656.6958772
1881,Walsh Group,Industrial Machinery/Components,11/25/2020,3/14/2021,Operator,10.34,37,14.17,656.7372904
1230,Lind-Hackett,Electric Utilities: Central,3/31/2020,7/18/2020,Database Administrator IV,29.25,37,40.07,657.1344155
1020,"Lindgren, McClure and Greenholt",Marine Transportation,1/7/2020,4/25/2020,VP Product Management,17.72,28,22.68,657.1489619
1922,Mante Group,Medical Specialities,12/7/2020,3/26/2021,Programmer IV,8.48,36,11.53,657.6444171
1901,Ritchie-Goodwin,Telecommunications Equipment,11/30/2020,3/19/2021,Recruiter,11.47,43,16.40,658.1281327
1178,Doyle and Sons,n/a,3/9/2020,6/26/2020,Information Systems Manager,17.99,20,21.59,658.1770048
1731,Weissnat and Sons,n/a,9/30/2020,1/17/2021,Programmer I,28.12,38,38.81,658.2845047
1403,Botsford-Nitzsche,Steel/Iron Ore,5/31/2020,9/17/2020,Operator,24.66,29,31.81,659.1588322
1598,Lesch LLC,Telecommunications Equipment,8/16/2020,12/3/2020,Account Coordinator,17.31,23,21.29,659.2585358
1550,DuBuque-Kuphal,n/a,7/27/2020,11/13/2020,Desktop Support Technician,24.1,37,33.02,659.3029384
1437,West-Cassin,Metal Fabrications,6/16/2020,10/3/2020,Design Engineer,13.15,23,16.17,659.8553881
